start_date,start_time,end_time,event_type,address,address2,city,state,zip
2026-03-13,15:00,17:00,Tax Time,2000 E Pioneer Pkwy,300,Arlington,TX,76010
2026-02-28,17:00,19:00,Tax Time,433 E Pioneer Pkwy,Suite A,Grand Prairie,TX,75051
2026-02-28,12:00,14:00,Tax Time,817 W Pioneer Pkwy,,Grand Prairie,TX,75051
2026-02-28,12:00,14:00,Tax Time,11902 Jones Rd,E,Houston,TX,77070
2026-02-27,15:00,17:00,Tax Time,23607 Kelly Joe Smith Rd,Suite A,Porter,TX,77365
2026-03-14,17:00,19:00,Tax Time,3341 Telephone Rd,Suite 112,Houston,TX,77023
2026-02-28,12:00,14:00,Tax Time,850 Grand Ave,,Bacliff,TX,77518
2026-03-06,15:00,17:00,Tax Time,1213 N Velasco St,,Angleton,TX,77515
2026-03-21,12:00,14:00,Tax Time,20851 FM 1485 Rd,,New Caney,TX,77357
2026-03-07,12:00,14:00,Tax Time,8030 Fm 1765,Suite B-102,Texas City,TX,77591
2026-03-14,12:00,14:00,Tax Time,5819 Gulf Fwy,Unit 19-400,Houston,TX,77023
2026-02-21,12:00,14:00,Tax Time,1417 West Mount Houston Rd,,Houston,TX,77038
2026-03-07,12:00,14:00,Tax Time,11818 Airline Dr,Suite K,Houston,TX,77037
2026-03-21,17:00,19:00,Tax Time,20203 FM 1485 Rd,,New Caney,TX,77357
2026-03-06,15:00,17:00,Tax Time,951 Rollingbrook Dr,Suite 1,Baytown,TX,77521
2026-02-28,17:00,19:00,Tax Time,12922 Willow Chase Dr,,Houston,TX,77070
2026-03-21,12:00,14:00,Tax Time,3708 Gulfway Dr,A,Port Arthur,TX,77642
2026-03-21,17:00,19:00,Tax Time,4700 Highway 365,Suite E,Port Arthur,TX,77642
2026-02-20,15:00,17:00,Tax Time,12100 Veterans Memorial Dr,Suite J,Houston,TX,77067
2026-03-06,15:00,17:00,Tax Time,320 W Rankin Rd,Suite D,Houston,TX,77090
2026-03-06,15:00,17:00,Tax Time,31315 Fm 2920,Suite 23,Waller,TX,77484
2026-03-06,15:00,17:00,Tax Time,13158 Veterans Memorial Dr,,Houston,TX,77014
2026-02-20,15:00,17:00,Tax Time,4765 FM 1960 Rd W,Suite B,Houston,TX,77069
2026-02-27,15:00,17:00,Tax Time,13819 Cypress North Houston Rd,,Cypress,TX,77429
2026-03-13,15:00,17:00,Tax Time,10769 Eastex Fwy Rd,Suite J,Houston,TX,77093
2026-03-13,15:00,17:00,Tax Time,2765 Washington Blvd,,Beaumont,TX,77705
2026-03-07,12:00,14:00,Tax Time,1001 Richey St,Suite A,Pasadena,TX,77506
2026-03-07,17:00,19:00,Tax Time,1209 Main Street,Suite D/e,Pasadena,TX,77506
2026-03-13,15:00,17:00,Tax Time,2303 N Main St,,Liberty,TX,77575
2026-03-14,17:00,19:00,Tax Time,1401 Spencer Hwy,,South Houston,TX,77587
2026-02-27,15:00,17:00,Tax Time,3970 Eastex Fwy,,Beaumont,TX,77703
2026-03-14,12:00,14:00,Tax Time,2867 S Richey St,,Houston,TX,77017
2026-03-14,17:00,19:00,Tax Time,2619 Red Bluff Rd,Suite 130,Pasadena,TX,77506
2026-03-21,12:00,14:00,Tax Time,3703a Aldine Mail Rte,,Houston,TX,77039
2026-03-21,17:00,19:00,Tax Time,5186 Aldine Mail Rte Rd,,Houston,TX,77039
2026-03-06,15:00,17:00,Tax Time,5815 Lockwood Dr,Ste B,Houston,TX,77026
2026-03-07,17:00,19:00,Tax Time,11014 Airline Dr,,Houston,TX,77037
2026-03-13,15:00,17:00,Tax Time,7050 Bissonnet St,,Houston,TX,77074
2026-03-13,17:00,19:00,Tax Time,10868 Beechnut St,,Houston,TX,77072
2026-03-20,15:00,17:00,Tax Time,7413 Airline Dr,Suite 300,Houston,TX,77076
2026-03-20,15:00,17:00,Tax Time,10868 W Bellfort Ave,,Houston,TX,77099
2026-02-27,15:00,17:00,Tax Time,2803 7th St,,Bay City,TX,77414
2026-03-14,12:00,14:00,Tax Time,2225 Southmore Ave,#2225,Pasadena,TX,77502
2026-03-20,15:00,17:00,Tax Time,3602 Avenue H,,Rosenberg,TX,77471
2026-03-20,15:00,17:00,Tax Time,2404 Greenhouse Rd,Suite A,Houston,TX,77084
2026-02-28,17:00,19:00,Tax Time,3330 Hillcroft St,Suite E,Houston,TX,77057
2026-03-14,12:00,14:00,Tax Time,8610 Irvington Blvd,A,Houston,TX,77022
2026-03-13,15:00,17:00,Tax Time,6855 S Gessner Rd,,Houston,TX,77036
2026-02-21,12:00,14:00,Tax Time,1103-b S Mason Rd,,Katy,TX,77450
2026-02-28,12:00,14:00,Tax Time,5730 Chimney Rock Road,,Houston,TX,77081
2026-03-07,12:00,14:00,Tax Time,6608 Highway 6 N,,Houston,TX,77084
2026-03-20,15:00,17:00,Tax Time,12303 Westheimer Rd,Suite D,Houston,TX,77077
2026-02-27,15:00,17:00,Tax Time,11102 Briar Forest Dr,Unit F,Houston,TX,77042
2026-02-20,15:00,17:00,Tax Time,4881 W Commerce St,,San Antonio,TX,78237
2026-02-21,12:00,14:00,Tax Time,7121 W Us Hwy 90,Unit 170,San Antonio,TX,78227
2026-02-21,17:00,19:00,Tax Time,8256 Marbach Rd,,San Antonio,TX,78227
2026-02-20,15:00,17:00,Tax Time,1862 S Ww White Rd,,San Antonio,TX,78220
2026-02-27,15:00,17:00,Tax Time,323 N New Braunfels Ave,104,San Antonio,TX,78202
2026-02-28,12:00,14:00,Tax Time,11545 West Ave,,San Antonio,TX,78213
2026-02-28,17:00,19:00,Tax Time,2180 Jackson Keller Rd,,San Antonio,TX,78213
2026-03-06,15:00,17:00,Tax Time,3227 Sw Military Dr,SUITE 116,San Antonio,TX,78211
2026-03-07,17:00,19:00,Tax Time,1139 SE Military Dr,SUITE 108,San Antonio,TX,78214
2026-03-07,12:00,14:00,Tax Time,6210 Pecan Valley Dr,,San Antonio,TX,78223
2026-02-27,15:00,17:00,Tax Time,11435 W Buckeye Rd,Unit A-103,Avondale,AZ,85323
2026-02-27,15:00,17:00,Tax Time,367 S Arizona Ave,1,Chandler,AZ,85225
2026-02-27,15:00,17:00,Tax Time,3348 W Van Buren St,B,Phoenix,AZ,85009
2026-02-28,12:00,14:00,Tax Time,1320 W Elliot Rd,104,Tempe,AZ,85284
2026-02-28,12:00,14:00,Tax Time,6442 W Glendale Ave,,Glendale,AZ,85301
2026-02-28,12:00,14:00,Tax Time,8024 N 35th Ave,,Phoenix,AZ,85051
2026-03-06,15:00,17:00,Tax Time,1810 W Southern Ave,Unit 103,Phoenix,AZ,85041
2026-03-06,15:00,17:00,Tax Time,2753 E Broadway Rd,,Mesa,AZ,85204
2026-03-06,15:00,17:00,Tax Time,350 E Southern Ave,,Mesa,AZ,85210
2026-03-07,12:00,14:00,Tax Time,3549 W Thomas Rd,Suite 101,Phoenix,AZ,85019
2026-03-07,17:00,19:00,Tax Time,4264 W Thomas Rd,,Phoenix,AZ,85019
2026-03-07,12:00,14:00,Tax Time,5045 W Indian School Rd,105,Phoenix,AZ,85031
2026-03-13,15:00,17:00,Tax Time,318 E Brown Rd,108,Mesa,AZ,85201
2026-03-13,15:00,17:00,Tax Time,1940 W Indian School Rd,SUITE 7,Phoenix,AZ,85015
2026-03-13,15:00,17:00,Tax Time,323 N Gilbert Rd,SUITE 107,Mesa,AZ,85203
2026-03-14,11:00,13:00,Tax Time,1635 E Baseline Rd,109,Phoenix,AZ,85042
2026-03-14,12:00,14:00,Tax Time,2700 W Baseline Rd,Ste 132,Tempe,AZ,85283
2026-03-14,16:00,18:00,Tax Time,610 E Baseline Rd,Ste C1,Phoenix,AZ,85042
2026-03-20,15:00,17:00,Tax Time,2816 N 16th St,Suite C,Phoenix,AZ,85006
